0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.3920436,1.6740956,0.0,1.7041445,0.0,1.3405268,1.4621838,1.3969662,0.0,0.0,0.0,1.5689807,0.0,0.0,0.0,1.6434034,0.0,1.7693603,1.6123872,0.0,0.0,1.625368,1.5840089,0.0,1.9844934,0.0,0.0,0.0,0.0,1.6070236,1.5388826,0.0
1.5083945,1.6692368,0.0,1.648073,0.0,1.2918606,1.383228,1.43762,0.0,0.0,0.0,1.5064536,0.0,0.0,0.0,1.6074678,0.0,1.764069,1.5683101,0.0,0.0,1.5520493,1.5304432,0.0,2.0105546,0.0,0.0,0.0,0.0,1.5384672,1.5254889,0.0
0.4313532,0.46931595,0.0,0.6508604,0.0,0.3915409,0.6384895,0.46176195,0.0,0.0,0.0,0.5824198,0.0,0.0,0.0,0.7280312,0.0,0.3976559,0.48211703,0.0,0.0,0.40890595,0.48925316,0.0,0.85045254,0.0,0.0,0.0,0.0,0.66441524,0.3672048,0.0
0.30908304,0.5108933,0.0,0.584371,0.0,0.54531306,0.44160563,0.44243127,0.0,0.0,0.0,0.50800276,0.0,0.0,0.0,0.5332916,0.0,0.50318694,0.5278502,0.027502209,0.0,0.4624048,0.6093874,0.0,0.6623401,0.0,0.0,0.0,0.0,0.6306978,0.3353417,0.0
0.098887056,0.0,0.07061042,0.17393836,0.0,0.0,0.21839713,0.29910815,0.0,0.0,0.13546893,0.20779112,0.11274968,0.013333462,0.0,0.24422073,0.092250824,0.0,0.0,0.08631658,0.019620419,0.0,0.032771192,0.0,0.3285669,0.0,0.103448324,0.012182198,0.0,0.11979323,0.0,0.03296674
1.2341785,1.266181,0.0,1.3576223,0.0,1.0206298,1.1983453,1.1133028,0.0,0.0,0.0,1.1991066,0.0,0.0,0.0,1.3620604,0.0,1.3245819,1.3196689,0.0,0.0,1.1866943,1.2598127,0.0,1.6508387,0.0,0.0,0.0,0.0,1.3160686,1.1851048,0.0
0.9183199,1.1494776,0.0,0.9601325,0.0,0.7283727,1.0078372,1.0132991,0.0,0.0,0.0,1.1893113,0.0,0.0,0.0,1.2134767,0.0,1.2162136,1.1069597,0.0,0.0,0.9819673,0.9277042,0.0,1.1076891,0.0,0.0,0.0,0.0,0.9779847,1.0267752,0.0
0.3792222,0.6735605,0.0,0.4256079,0.0,0.4599521,0.6571794,0.0,0.0,0.0,0.0,0.5857908,0.0,0.027777769,0.0,0.60181963,0.0,0.20315331,0.4956393,0.0,0.120646596,0.5557997,0.5317764,0.0,0.5243303,0.0,0.0,0.0,0.0,0.83131844,0.3709872,0.0
1.1830457,1.3902075,0.0,1.2733965,0.0,0.95562357,1.1984953,1.2192637,0.0,0.0,0.0,1.2278746,0.0,0.0,0.0,1.4039254,0.0,1.3739798,1.341286,0.0,0.0,1.3165699,1.4361693,0.0,1.6659718,0.0,0.0,0.0,0.0,1.4133182,1.0838912,0.0
1.0769112,1.3687785,0.0,1.0292066,0.0,0.6962929,0.7864024,1.1945239,0.0,0.0,0.0,1.1112146,0.0,0.0,0.0,1.2591603,0.0,1.185466,1.1022668,0.0,0.0,0.8679978,0.9536096,0.0,1.303296,0.0,0.0,0.0,0.0,1.1281462,0.92986757,0.0
